Filename,Drug Name,Cancer Type,Number of Patients,Treatment_OS,Control_OS,OS_Improvement (%),Treatment_PFS,Control_PFS,PFS_Improvement (%),Other Outcome Measures,Brief Study Summary,Formatted Study Results
page_28.txt,Axatilimab-csfr (Niktimvo),Chronic graft-versus-host disease (cGVHD),79,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '75%', 'Median Time to First Response': '1.5 months', 'Median Duration of Response': '1.9 months', 'Percentage of Patients with no death or new systemic therapy initiation for at least 12 months since response': '60%'}","Axatilimab-csfr (Niktimvo) was approved for the treatment of cGVHD after failure of at least two prior lines of systemic therapy. In a trial with 79 patients, the overall response rate was 75%. The median time to first response was 1.5 months, and the median duration of response was 1.9 months. 60% of patients had no death or new systemic therapy initiation for at least 12 months since response.",Efficacy and
page_29.txt,Voranigo,Grade 2 astrocytoma or oligodendroglioma with a susceptible IDH1 or IDH2 mutation,331,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Major Efficacy Outcome Measure': 'Progression-Free Survival (PFS)', 'Additional Efficacy Outcome Measure': 'Time to next intervention'}","The FDA approved Voranigo for adult and pediatric patients with Grade 2 astrocytoma or oligodendroglioma with a susceptible IDH1 or IDH2 mutation. The efficacy was evaluated in 331 patients enrolled in a randomized trial, showing significant improvement in progression-free survival and time to next intervention. Common adverse reactions included fatigue, headache, COVID-19 infection, musculoskeletal pain, diarrhea, nausea, and seizure. Voranigo received priority review, fast track designation, breakthrough designation, and orphan drug designation.",Efficacy and
page_3.txt,Acalabrutinib (Calquence),Mantle Cell Lymphoma (MCL),598,Not provided,Not provided,Not provided,66.4 months,49.6 months,33.87%,"{'Serious Adverse Reactions': '69% with acalabrutinib plus BR, fatal reactions in 12%', 'Recommended Dose': '100 mg orally every 12 hours', 'Collaboration': 'FDA collaborated with international partners for review'}","Acalabrutinib in combination with bendamustine and rituximab showed a statistically significant improvement in progression-free survival for untreated mantle cell lymphoma patients ineligible for stem cell transplantation. Serious adverse reactions were reported, and the drug received traditional approval for this indication in 2025.",Efficacy and
page_30.txt,afamitresgene autoleucel (TECELRA),synovial sarcoma,44,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '43.2%', 'Duration of Response (DOR)': 'Median DOR of 6 months', 'Time to Response': 'Median time of 4.9 weeks', 'Duration of Response >6 months': '45.6%', 'Duration of Response >12 months': '39.0%'}","Afamitresgene autoleucel showed an overall response rate of 43.2% in patients with synovial sarcoma, with a median duration of response of 6 months. The treatment demonstrated promising efficacy in this patient population.","In the SPEARHEAD-1 study, 44 patients with inoperable or metastatic synovial sarcoma received afamitresgene autoleucel after lymphodepleting chemotherapy. The overall response rate (ORR) was 43.2%, with a median duration of response (DOR) of 6 months. 45.6% of responsive patients had a DOR of at least 6 months, and 39.0% had a DOR of at least 12 months. The median time to response was 4.9 weeks. The study also noted a Boxed Warning for serious or fatal cytokine release syndrome (CRS) as a potential side effect. Overall survival (OS) and progression-free survival (PFS) outcomes were not specifically mentioned in the summary."
page_31.txt,"Dostarlimab-gxly (Jemperli, GSK)",Endometrial cancer (EC),494,44.6 months,28.2 months,37.60%,11.8 months,7.9 months,49.40%,{},"The study evaluated the efficacy of Dostarlimab-gxly in combination with carboplatin and paclitaxel followed by monotherapy in patients with primary advanced or recurrent endometrial cancer. Significant improvements were observed in overall survival (OS) and progression-free survival (PFS) compared to the placebo arm, with a 37.6% improvement in OS and a 49.4% improvement in PFS in the overall population.",Efficacy and
page_32.txt,Darzalex Faspro,Multiple Myeloma,709,Not provided,Not provided,Not provided,Not reached,Not reached,60%,"{'Adverse Reactions': ['Peripheral neuropathy', 'Fatigue', 'Edema', 'Pyrexia', 'Upper respiratory infection', 'Constipation', 'Diarrhea', 'Musculoskeletal pain', 'Insomnia', 'Rash']}","Darzalex Faspro in combination with bortezomib, lenalidomide, and dexamethasone showed a 60% reduction in the risk of disease progression or death compared to VRd alone in patients with newly diagnosed multiple myeloma eligible for autologous stem cell transplant. Common adverse reactions included peripheral neuropathy, fatigue, and edema.",Efficacy and
page_33.txt,Epcoritamab-bysp (Epkinly),Follicular lymphoma (FL),127,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '82%', 'DOR': 'Not reached (NR) with 12-month Kaplan-Meier estimate of 68.4%'}",Epcoritamab-bysp received accelerated approval for adult patients with relapsed or refractory follicular lymphoma. The study included 127 patients with promising overall response rate of 82% and duration of response not reached at 14.8 months. Adverse events included cytokine release syndrome and serious infections. A Phase 3 trial is ongoing to further evaluate the clinical benefit of epcoritamab-bysp.,Efficacy and
page_34.txt,Adagrasib (Krazati),Locally advanced or metastatic colorectal cancer (CRC) with KRAS G12C mutation,94,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '34%', 'Duration of Response (DOR)': 'Median 5.8 months, 31% with DOR of at least 6 months'}","Adagrasib (Krazati) in combination with cetuximab showed a 34% overall response rate in patients with KRAS G12C-mutated CRC. The median duration of response was 5.8 months, with 31% of responders having a duration of response of at least 6 months. Common adverse reactions included rash, nausea, diarrhea, and fatigue.",Efficacy and
page_35.txt,Pembrolizumab (Keytruda),Endometrial Carcinoma,810,Not provided,Not provided,Not provided,"Median PFS not reached in dMMR cohort, 11.1 months in pMMR cohort","6.5 months in dMMR cohort, 8.5 months in pMMR cohort","HR 0.30 in dMMR cohort, HR 0.60 in pMMR cohort","{'ORR': 'Not provided', 'DOR': 'Not provided'}","Pembrolizumab in combination with chemotherapy showed significant improvement in progression-free survival for patients with advanced or recurrent endometrial carcinoma, particularly in the dMMR cohort. Adverse reactions were generally manageable, with a higher incidence of rash observed. The study was part of Project Orbis, a collaborative initiative for concurrent review of oncology drugs among international partners.","In the KEYNOTE-868/NRG-GY018 study, patients with advanced or recurrent endometrial carcinoma were divided into dMMR and pMMR cohorts. In the dMMR cohort, pembrolizumab with chemotherapy showed significantly longer median PFS compared to placebo with chemotherapy (NR vs. 6.5 months). In the pMMR cohort, pembrolizumab with chemotherapy also had a longer median PFS compared to placebo with chemotherapy (11.1 vs. 8.5 months). Overall survival data was not provided. The study demonstrated that pembrolizumab in combination with chemotherapy improved PFS in both dMMR and pMMR patients, highlighting its potential as a treatment option for advanced or recurrent endometrial carcinoma."
page_36.txt,"blinatumomab (Blincyto, Amgen Inc.)",CD19-positive Philadelphia chromosome-negative B-cell precursor acute lymphoblastic leukemia (Ph-negative BCP ALL),"{'Study E1910': 224, 'Study 20120215': 111}","{'Study E1910': '3-year OS: 84.8%, 5-year OS: 82.4%', 'Study 20120215': '5-year OS: 78.4%'}","{'Study E1910': '3-year OS: 69%, 5-year OS: 62.5%', 'Study 20120215': '5-year OS: 41.4%'}","{'Study E1910': '3-year OS: 22.8%, 5-year OS: 19.9%', 'Study 20120215': '5-year OS: 37%'}","{'Study E1910': 'Not provided', 'Study 20120215': 'Not provided'}","{'Study E1910': 'Not provided', 'Study 20120215': 'Not provided'}","{'Study E1910': 'Not provided', 'Study 20120215': 'Not provided'}","{'Study E1910': {'Adverse Reactions': ['neutropenia', 'thrombocytopenia', 'anemia', 'leukopenia', 'headache', 'infection', 'nausea', 'lymphopenia', 'diarrhea', 'musculoskeletal pain', 'tremor']}, 'Study 20120215': {'Adverse Reactions': ['pyrexia', 'nausea', 'headache', 'rash', 'hypogammaglobulinemia', 'anemia']}}","Blinatumomab showed significant improvement in overall survival rates for patients with CD19-positive Philadelphia chromosome-negative B-cell precursor acute lymphoblastic leukemia compared to intensive chemotherapy alone. The drug demonstrated a 22.8% to 37% improvement in 3 to 5-year overall survival rates across different studies, with manageable adverse reactions reported.",Efficacy and
page_37.txt,Durvalumab (Imfinzi),Endometrial cancer,95 patients with dMMR tumors,Not available,Not available,Not available,PFS not reached in durvalumab arm,7 months in placebo arm,42%,"{'ORR': 'Not available', 'DOR': 'Not available'}","Durvalumab in combination with carboplatin plus paclitaxel showed a 42% improvement in progression-free survival compared to carboplatin and paclitaxel alone in patients with dMMR endometrial cancer. Overall survival data was immature at the time of the PFS analysis. Common adverse reactions included peripheral neuropathy, musculoskeletal pain, nausea, and fatigue.",Efficacy and
page_38.txt,Repotrectinib (AUGTYRO),Solid tumors with NTRK gene fusion,88,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR) - TKI-naïve group': '58%', 'Overall Response Rate (ORR) - TKI-pretreated group': '50%', 'Duration of Response (DOR) - TKI-naïve group': 'NE', 'Duration of Response (DOR) - TKI-pretreated group': '9.9 months'}","Repotrectinib (AUGTYRO) received accelerated approval for solid tumors with NTRK gene fusion in adult and pediatric patients. Efficacy was demonstrated in a trial with 88 patients showing promising overall response rates and duration of response. Common adverse reactions included dizziness, dysgeusia, and peripheral neuropathy. The recommended dose is 160 mg orally once daily. The drug was granted priority review and expedited programs by the FDA.",Efficacy and
page_39.txt,Selpercatinib (Retevmo),RET fusion-positive thyroid cancer,65,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'Previously Treated Patients': '85%', 'Systemic Therapy Naïve Patients': '96%', 'Pediatric and Young Adult Patients': '60%'}, 'DOR': {'Previously Treated Patients': '26.7 months', 'Systemic Therapy Naïve Patients': 'Not evaluable', 'Pediatric and Young Adult Patients': '≥12 months'}}","Selpercatinib (Retevmo) received traditional approval for RET fusion-positive thyroid cancer in patients 2 years and older. Efficacy was evaluated in a multicenter trial showing high ORR and DOR rates. Common adverse reactions included edema, diarrhea, and fatigue. The drug received breakthrough and orphan drug designations.",Efficacy and
page_4.txt,Nivolumab and hyaluronidase-nvhy (Opdivo Qvantig),Clear cell renal cell carcinoma,495,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '24% in treatment arm, 18% in control arm'}","The FDA approved nivolumab and hyaluronidase-nvhy for subcutaneous injection in patients with clear cell renal cell carcinoma. The CHECKMATE-67T trial showed a similar safety profile between subcutaneous and intravenous administration. The primary objective was to assess nivolumab exposure, with an overall response rate of 24% in the treatment arm and 18% in the control arm.",Efficacy and
page_40.txt,Imetelstat (Rytelo),Myelodysplastic syndromes (MDS),178,Median follow up time of 19.5 months,Median follow up time of 17.5 months,39.8% achieved ≥ 8-week RBC-TI in treatment group vs. 15% in control group,Not specified,Not specified,Not specified,"{'Adverse Reactions': ['Decreased platelets', 'Decreased white blood cells', 'Decreased neutrophils', 'Increased liver enzymes', 'Fatigue', 'Prolonged partial thromboplastin time', 'Arthralgia/myalgia', 'COVID-19 infections', 'Headache'], 'Dosage': '7.1 mg/kg administered as an intravenous infusion over 2 hours every 4 weeks'}","Imetelstat (Rytelo) was approved for adults with low- to intermediate-1 risk MDS with transfusion-dependent anemia. In a trial of 178 patients, the treatment group showed a significantly higher rate of achieving ≥ 8-week RBC-TI compared to the placebo group. Common adverse reactions included decreased blood cell counts, liver enzyme abnormalities, fatigue, and headache. The recommended dosage is 7.1 mg/kg every 4 weeks.","In the IMerge study, imetelstat showed significant efficacy in patients with MDS compared to placebo. The imetelstat group had higher rates of ≥ 8-week and ≥ 24-week RBC transfusion independence (RBC-TI) at 39.8% and 28% respectively, compared to 15% and 3.3% in the placebo group. Overall Survival (OS) and Progression-Free Survival (PFS) data were not provided in the summary. Response outcomes such as Overall Response Rate (ORR), Duration of Response (DOR), Complete Response (CR), and Partial Response (PR) were not mentioned in the study results. The study focused on RBC transfusion independence as a measure of efficacy in MDS patients receiving imetelstat."
page_41.txt,lisocabtagene maraleucel (Breyanzi),mantle cell lymphoma (MCL),68,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '85.3%', 'CRR': '67.6%', 'DOR': '13.3 months'}","The FDA approved lisocabtagene maraleucel for adult patients with relapsed or refractory mantle cell lymphoma who have received at least two prior lines of systemic therapy. The drug demonstrated an overall response rate of 85.3% and a complete response rate of 67.6%. The median duration of response was 13.3 months. Common adverse reactions included cytokine release syndrome, fatigue, musculoskeletal pain, and encephalopathy. The recommended dose is 90 to 110 × 10^6 CAR-positive viable T cells with a 1:1 ratio of CD4 and CD8 components.",Efficacy and
page_42.txt,Selpercatinib (Retevmo),Solid tumors with RET gene fusion,25,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Confirmed Overall Response Rate (ORR)': '48%', 'Duration of Response (DOR)': 'Not reached, 92% responders at 12 months', 'Common Adverse Reactions': ['Musculoskeletal pain', 'Diarrhea', 'Headache', 'Nausea', 'Vomiting', 'Coronavirus infection', 'Abdominal pain', 'Fatigue', 'Pyrexia', 'Hemorrhage'], 'Common Grade 3 or 4 Laboratory Abnormalities': ['Decreased calcium', 'Decreased hemoglobin', 'Decreased neutrophils']}","Selpercatinib (Retevmo) was granted accelerated approval for pediatric patients with solid tumors with RET gene fusion. In a trial with 25 patients, the confirmed overall response rate was 48%, with durable responses observed in patients with RET-mutant MTC and RET fusion-positive thyroid cancer. Common adverse reactions included musculoskeletal pain, diarrhea, and headache. The recommended dose varies based on age. The study was conducted under a pediatric Written Request and received priority review and orphan drug designation.","The study evaluated the efficacy of selpercatinib in pediatric and young adult patients with RET-activated solid tumors. The confirmed overall response rate (ORR) was 48%, with a median duration of response (DOR) not reached and 92% of responders remaining in response at 12 months. Durable responses were seen in patients with RET-mutant MTC (ORR 43%) and RET fusion-positive thyroid cancer (ORR 60%). Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary. The study demonstrated promising outcomes in terms of response rates and duration of response in this patient population."
page_43.txt,Tarlatamab-dlle (Imdelltra),Extensive stage small cell lung cancer (ES-SCLC),99,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '40%', 'Duration of Response (DOR)': '9.7 months', 'Platinum-resistant SCLC ORR': '52%', 'Platinum-sensitive SCLC ORR': '31%'}","Tarlatamab-dlle (Imdelltra) received accelerated approval for ES-SCLC with disease progression after platinum-based chemotherapy. The study included 99 patients and showed an overall response rate of 40% with a median duration of response of 9.7 months. The drug comes with a Boxed Warning for cytokine release syndrome and neurologic toxicity. FDA granted accelerated approval based on response rate and duration of response, with continued approval contingent upon verification of clinical benefit.",Efficacy and
page_44.txt,lisocabtagene maraleucel (Breyanzi),follicular lymphoma (FL),94,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '95.7%', 'Duration of Response (DOR)': 'Median not reached'}","The FDA granted accelerated approval to lisocabtagene maraleucel for adults with relapsed or refractory follicular lymphoma who have received two or more prior lines of systemic therapy. The Phase 2 trial showed a high overall response rate of 95.7% with a median duration of response not reached after a median follow-up of 16.8 months. Common adverse reactions included cytokine release syndrome, headache, musculoskeletal pain, fatigue, constipation, and fever.",Efficacy and
page_45.txt,Tivdak (tisotumab vedotin-tftv),Recurrent or metastatic cervical cancer,502,11.5 months,9.5 months,21.05%,4.2 months,2.9 months,44.83%,{'ORR': '17.8%'},"Tivdak (tisotumab vedotin-tftv) was granted traditional approval for recurrent or metastatic cervical cancer. In a trial of 502 patients, Tivdak showed a significant improvement in overall survival (OS) with a median OS of 11.5 months compared to 9.5 months in the control arm. Progression-free survival (PFS) was also improved with a median PFS of 4.2 months in the treatment arm versus 2.9 months in the control arm. The confirmed objective response rate (ORR) was 17.8%. Adverse reactions were manageable with the recommended dose of 2 mg/kg every 3 weeks.",Efficacy and
page_46.txt,Tovorafenib (Ojemda),"Pediatric low-grade glioma (LGG) with BRAF fusion or rearrangement, or BRAF V600 mutation",76,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': '51%', 'Duration of Response (DoR)': 'Median 13.8 months'}","Tovorafenib (Ojemda) received accelerated approval for pediatric LGG with BRAF alterations based on an ORR of 51% and a median DoR of 13.8 months in a trial of 76 patients. Common adverse reactions included rash, hair color changes, and fatigue. Continued approval may require verification in confirmatory trials.",Efficacy and
page_47.txt,Lutetium Lu 177 dotatate (Lutathera),SSTR-positive gastroenteropancreatic neuroendocrine tumors (GEP-NETs),9 pediatric patients in NETTER-P,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': 'Not provided', 'DOR': 'Not provided'}","Lutetium Lu 177 dotatate (Lutathera) was approved by the FDA for pediatric patients 12 years and older with SSTR-positive GEP-NETs. The approval was based on data from the NETTER-P study, showing efficacy and safety in adolescent patients with GEP-NETs. The recommended dose is 7.4 GBq every 8 weeks for a total of 4 doses. The adverse reaction profile in pediatric patients was similar to that in adults. Further assessment of long-term safety is required post-marketing.",Efficacy and
page_48.txt,Nogapendekin alfa inbakicept-pmln (Anktiva),Non-muscle invasive bladder cancer (NMIBC) with carcinoma in situ (CIS) with or without papillary tumors,77,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'CR Rate': '62%', 'Duration of Complete Response (DOR)': {'≥ 12 months': '58%', '≥ 24 months': '40%'}, 'Common Adverse Reactions': ['Increased creatinine', 'Dysuria', 'Hematuria', 'Urinary frequency', 'Micturition urgency', 'Urinary tract infection', 'Increased potassium', 'Musculoskeletal pain', 'Chills', 'Pyrexia']}","Nogapendekin alfa inbakicept-pmln (Anktiva) was approved for BCG-unresponsive NMIBC with CIS with or without papillary tumors. Efficacy was evaluated in a trial of 77 patients showing a CR rate of 62%. Adverse reactions included increased creatinine, dysuria, and urinary tract infections. The recommended dose and administration schedule were provided for induction and maintenance therapy.",Efficacy and
page_49.txt,Alectinib (Alecensa),Anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC),257,Median DFS not reached in alectinib arm,44.4 months in chemotherapy arm,"HR 0.24 [95% CI: 0.13, 0.45]; p<0.0001",Not provided,Not provided,Not provided,"{'Adverse Reactions': ['Hepatotoxicity', 'Constipation', 'Myalgia', 'COVID-19', 'Fatigue', 'Rash', 'Cough']}","Alectinib was approved for adjuvant treatment in ALK-positive NSCLC patients post-tumor resection. In a randomized trial, alectinib showed significant improvement in disease-free survival compared to chemotherapy. Common adverse reactions included hepatotoxicity, constipation, myalgia, and fatigue. The recommended dose is 600 mg orally twice daily for 2 years or until disease recurrence or unacceptable toxicity.",Efficacy and
page_5.txt,Encorafenib (Braftovi),Metastatic colorectal cancer (mCRC) with a BRAF V600E mutation,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"{'ORR': '61% in encorafenib+cetuximab+mFOLFOX6 arm, 40% in control arm', 'DOR': '13.9 months in encorafenib+cetuximab+mFOLFOX6 arm, 11.1 months in control arm'}",Encorafenib in combination with cetuximab and mFOLFOX6 showed a higher objective response rate (ORR) and longer median duration of response (DOR) compared to the control arm in patients with metastatic colorectal cancer (mCRC) with a BRAF V600E mutation. The study is ongoing to evaluate progression-free survival and overall survival for further evidence.,Efficacy and
page_50.txt,fam-trastuzumab deruxtecan-nxki (Enhertu),HER2-positive solid tumors,192,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'DESTINY-PanTumor02': {'ORR': '51.4%', 'DOR': '19.4 months'}, 'DESTINY-Lung01': {'ORR': '52.9%', 'DOR': '6.9 months'}, 'DESTINY-CRC02': {'ORR': '46.9%', 'DOR': '5.5 months'}}}","Enhertu was granted accelerated approval for adult patients with unresectable or metastatic HER2-positive solid tumors. Efficacy was evaluated in 192 patients across three trials, showing promising objective response rates and duration of response. Common adverse reactions were reported, and the drug's prescribing information includes warnings for interstitial lung disease and embryo-fetal toxicity. The recommended dosage is 5.4 mg/kg every 3 weeks. The approval was based on ORR and DOR, with continued approval contingent on further clinical benefit confirmation.","In three multicenter trials involving 192 adult patients with previously treated HER2-positive solid tumors, the confirmed objective response rates (ORR) were 51.4% in DESTINY-PanTumor02, 52.9% in DESTINY-Lung01, and 46.9% in DESTINY-CRC02. The median duration of response (DOR) was 19.4 months in DESTINY-PanTumor02, 6.9 months in DESTINY-Lung01, and 5.5 months in DESTINY-CRC02. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary. The trials excluded patients with certain medical conditions and treatment was administered until disease progression, death, withdrawal of consent, or unacceptable toxicity. The outcomes were assessed by independent central review based on RECIST v1.1 criteria."
page_51.txt,Mirvetuximab soravtansine-gynx (Elahere),"Platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer",453,16.5 months,12.7 months,30.70%,5.6 months,4.0 months,40%,"{'ORR': '42%', 'DOR': 'Not provided'}","Mirvetuximab soravtansine-gynx showed significant improvement in overall survival (30.7%) and progression-free survival (40%) compared to chemotherapy in patients with platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer. The drug also demonstrated a higher overall response rate of 42%.","In Study 0416 (MIRASOL), mirvetuximab soravtansine-gynx showed improved overall survival (OS) with a median of 16.5 months compared to 12.7 months in the chemotherapy arm. Progression-free survival (PFS) was also better with a median of 5.6 months for mirvetuximab soravtansine-gynx versus 4.0 months for chemotherapy. The confirmed overall response rate (ORR) was higher at 42% for mirvetuximab soravtansine-gynx compared to 16% for chemotherapy. The study met the post-marketing requirement for the previous accelerated approval of mirvetuximab soravtansine-gynx. Adverse effects included ocular toxicity, pneumonitis, peripheral neuropathy, and embryo-fetal toxicity."
page_52.txt,Fluorouracil injection,,,,,,,,,{},"The FDA approved safety labeling changes for fluorouracil injection products due to additional safety information regarding the risk of serious adverse reactions in patients with dihydropyrimidine dehydrogenase deficiency. The revisions aim to provide information about these risks and align with changes approved for another fluoropyrimidine drug, Xeloda (capecitabine) tablets. Healthcare professionals are advised to report any suspected adverse events to the FDA and can seek assistance for investigational oncology products through OCE's Project Facilitate.",N/A
page_53.txt,Ponatinib (Iclusig),Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL),245,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'MRD-negative CR rate at the end of induction': {'Ponatinib arm': '30%', 'Imatinib arm': '12%', 'Risk difference': '0.18', 'p-value': '0.0004'}, 'Common adverse reactions': ['Hepatic dysfunction', 'Arthralgia', 'Rash and related conditions', 'Headache', 'Pyrexia', 'Abdominal pain', 'Constipation', 'Fatigue', 'Nausea', 'Oral mucositis', 'Hypertension', 'Pancreatitis/elevated lipase', 'Peripheral neuropathy', 'Hemorrhage', 'Febrile neutropenia', 'Fluid retention and edema', 'Vomiting', 'Paresthesia', 'Cardiac arrhythmias']}","Ponatinib in combination with chemotherapy showed a higher MRD-negative CR rate at the end of induction compared to imatinib in adult patients with newly diagnosed Ph+ ALL. Common adverse reactions included hepatic dysfunction, arthralgia, rash, headache, and others. Ponatinib was granted accelerated approval by the FDA for this indication.","In the PhALLCON study, ponatinib showed a higher MRD-negative complete remission (CR) rate at the end of induction compared to imatinib in newly diagnosed Ph+ ALL patients. The MRD-negative CR rate was 30% with ponatinib and 12% with imatinib. Overall Survival (OS) and Progression-Free Survival (PFS) data were not provided in the summary. The study also did not report on other response outcomes such as Overall Response Rate (ORR), Duration of Response (DOR), or Partial Response (PR). Ponatinib was administered at a dose of 30 mg orally once daily, which was reduced to 15 mg once daily after achieving MRD-negative CR. The study included 245 adult patients and utilized a chemotherapy regimen with vincristine, dexamethasone, methotrexate, cytarabine, vincristine, and prednisone."
page_54.txt,Zanubrutinib (Brukinsa),Follicular Lymphoma (FL),217,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': 'Overall Response Rate (ORR): ZO arm - 69%, Obinutuzumab arm - 46%', 'DOR': 'Duration of Response (DOR): ZO arm - Median not reached, Obinutuzumab arm - 14.0 months'}","Zanubrutinib in combination with obinutuzumab showed a higher overall response rate (ORR) and longer duration of response (DOR) compared to obinutuzumab alone in patients with relapsed or refractory follicular lymphoma. Common adverse reactions included decreased neutrophil and platelet counts, upper respiratory tract infection, hemorrhage, and musculoskeletal pain. Serious adverse reactions occurred in 35% of patients. The recommended dosage is 160 mg orally twice daily or 320 mg orally once daily until disease progression or unacceptable toxicity.","In this oncology study, the ZO arm showed a higher overall response rate (ORR) of 69% compared to 46% in the obinutuzumab arm. The duration of response (DOR) was longer in the ZO arm, with a median DOR not reached compared to 14.0 months in the obinutuzumab arm. The estimated DOR rate at 18 months was 69% in the ZO arm. These results suggest that zanubrutinib (ZO) may be more effective in terms of response outcomes compared to obinutuzumab in this study. Further follow-up is needed to assess overall survival (OS) and progression-free survival (PFS) outcomes."
page_55.txt,Nivolumab (Opdivo),Urothelial Carcinoma,608,21.7 months,18.9 months,15.30%,7.9 months,7.6 months,3.90%,"{'Adverse Reactions': ['nausea', 'fatigue', 'musculoskeletal pain', 'constipation', 'decreased appetite', 'rash', 'vomiting', 'peripheral neuropathy', 'urinary tract infection', 'diarrhea', 'edema', 'hypothyroidism', 'pruritis'], 'Recommended Dose': {'Combination Therapy': '360 mg every 3 weeks', 'Single Agent': '240 mg every 2 weeks or 480 mg every 4 weeks'}}","Nivolumab in combination with cisplatin and gemcitabine showed significant improvement in overall survival (OS) and progression-free survival (PFS) compared to cisplatin and gemcitabine alone in patients with unresectable or metastatic urothelial carcinoma. The treatment demonstrated a 15.3% improvement in OS and a 3.9% improvement in PFS. Common adverse reactions included nausea, fatigue, and musculoskeletal pain.","In the CHECKMATE-901 study, nivolumab in combination with cisplatin and gemcitabine followed by nivolumab showed statistically significant benefits in overall survival (OS) and progression-free survival (PFS) compared to cisplatin and gemcitabine alone for patients with previously untreated unresectable or metastatic urothelial carcinoma. The median OS was 21.7 months with nivolumab combination versus 18.9 months with cisplatin and gemcitabine alone, and the median PFS was 7.9 months versus 7.6 months, respectively. The hazard ratios were 0.78 for OS and 0.72 for PFS, indicating a significant improvement in survival outcomes with nivolumab combination therapy. Response outcomes were not specifically mentioned in the summary provided."
page_56.txt,Inotuzumab ozogamicin (Besponsa),CD22-positive B-cell precursor acute lymphoblastic leukemia (ALL),53,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Complete Remission (CR)': '42% achieved CR', 'Duration of CR': 'Median 8.2 months', 'MRD Negativity Rate': '95.5% based on flow cytometry, 86.4% based on RQ-PCR', 'Common Adverse Reactions': ['Thrombocytopenia', 'Pyrexia', 'Anemia', 'Vomiting', 'Infection', 'Hemorrhage', 'Neutropenia', 'Nausea', 'Leukopenia', 'Febrile neutropenia', 'Increased transaminases', 'Abdominal pain', 'Headache']}","In a study of 53 pediatric patients with relapsed or refractory CD22-positive B-cell precursor ALL, inotuzumab ozogamicin showed a 42% complete remission rate with a median duration of 8.2 months. The MRD negativity rate was high. Common adverse reactions included thrombocytopenia, pyrexia, and anemia.","In a study of 53 pediatric patients with relapsed or refractory CD22-positive B-cell precursor ALL, treatment with the study drug resulted in a 42% complete remission rate. The median duration of complete remission was 8.2 months. The majority of patients who achieved complete remission also had minimal residual disease negativity, with rates of 95.5% based on flow cytometry and 86.4% based on RQ-PCR. Overall survival and progression-free survival data were not provided in the summary. The study demonstrated promising efficacy outcomes in terms of response rates and minimal residual disease status in this patient population."
